ID,Source,TMC,Severity,Start_Time,End_Time,LAT,LON,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight

A-3017200,Bing,,4,2020-12-29 14:04:00,2020-12-29 15:28:14,40.16137,-75.123106,40.14003,-75.166916,2.744,Incident on I-276 WB near MP 340 Road closed. Take alternate route.,,I-276 W,R,Willow Grove,Montgomery,PA,19090,US,US/Eastern,KPNE,2020-12-29 13:54:00,38.0,31.0,35.0,30.33,10.0,WNW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3017230,Bing,,4,2020-12-13 10:57:00,2020-12-13 13:38:52,38.621358,-77.282505,38.621209,-77.28271,0.015,On US-1 in the County of Prince William in the vicinity of Dale Bl; Rt. 784W (Prince William County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,,Jefferson Davis Hwy,R,Woodbridge,Prince William,VA,22191,US,US/Eastern,KDAA,2020-12-13 10:56:00,64.0,64.0,56.0,29.94,10.0,SW,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day

A-3017473,Bing,,4,2020-12-26 08:14:57,2020-12-26 10:15:30,39.331903,-76.488361,39.332197,-76.487973,0.029,Incident on US-40 EB near I-695 Road closed. Take alternate route.,,Pulaski Hwy,R,Rosedale,Baltimore County,MD,21237,US,US/Eastern,KMTN,2020-12-26 07:58:00,28.0,20.0,51.0,30.04,10.0,WSW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3017490,Bing,,4,2020-12-17 06:01:00,2020-12-17 13:46:00,34.131784,-117.221685,34.12632,-117.201843,1.196,Construction on CA-210 EB near DEL ROSA AVE Road closed. Take alternate route.,,CA-210 E,R,Highland,San Bernardino,CA,92346,US,US/Pacific,KSBD,2020-12-17 05:40:00,46.0,46.0,50.0,28.78,10.0,E,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day

A-3017584,Bing,,4,2020-12-18 02:41:10,2020-12-18 03:56:10,39.079431,-94.594269,39.074961,-94.611629,0.981,Incident on I-35 near WEST PENNWAY ST Road closed. Take alternate route.,,I-35 S,R,Kansas City,Jackson,MO,64108,US,US/Central,KMKC,2020-12-18 02:54:00,38.0,32.0,73.0,29.29,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3017775,Bing,,4,2020-12-21 12:47:26,2020-12-21 17:11:27,41.663481,-91.245649,41.664083,-91.3511,5.443,Incident on I-80 WB near COUNTY HWY-X40 Road closed. Take alternate route.,,I-80 W,R,West Liberty,Cedar,IA,52776,US,US/Central,KMUT,2020-12-21 12:55:00,48.0,40.0,43.0,29.18,10.0,WNW,24.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3017957,Bing,,4,2020-12-26 17:31:34,2020-12-26 18:46:35,41.986323,-91.661885,41.999193,-91.666645,0.922,Incident on I-380 NB near EXIT 20B Road closed. Take alternate route.,,I-380 N,R,Cedar Rapids,Linn,IA,52402,US,US/Central,KCID,2020-12-26 17:52:00,25.0,17.0,78.0,28.97,10.0,E,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day

A-3017975,Bing,,4,2020-12-31 12:20:00,2020-12-31 14:03:17,30.315075,-81.770634,30.315141,-81.769269,0.082,Incident on I-10 EB near I-295 Road closed. Take alternate route.,,FL-8 E,R,Jacksonville,Duval,FL,32221,US,US/Eastern,KVQQ,2020-12-31 12:50:00,81.0,81.0,54.0,30.0,10.0,SSE,12.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3018006,Bing,,4,2020-12-21 06:02:00,2020-12-21 10:17:41,28.662042,-81.517619,28.662069,-81.518703,0.066,Incident on W 13TH ST near S HAWTHORNE AVE Road closed. Take alternate route.,299.0, W 13th St,R,Apopka,Orange,FL,32703-6337,US,US/Eastern,KORL,2020-12-21 05:53:00,66.0,66.0,84.0,29.86,10.0,W,18.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-3018124,Bing,,4,2020-12-19 09:46:00,2020-12-19 11:47:58,40.670882,-73.517392,40.670853,-73.517596,0.011,Incident on NY-27 WB near WANTAGH STATE PKWY Road closed. Take alternate route.,,Sunrise Hwy,R,Wantagh,Nassau,NY,11793,US,US/Eastern,KFRG,2020-12-19 09:53:00,28.0,21.0,61.0,30.32,10.0,NNE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3018186,Bing,,4,2020-12-03 20:08:00,2020-12-03 23:08:00,35.639301,-78.83333,35.639442,-78.833175,0.013,Near Holly Springs / Both Directions. The road is closed near S. Main Street.,,GB Alford Hwy,R,Holly Springs,Wake,NC,27540,US,US/Eastern,KTTA,2020-12-03 20:15:00,36.0,36.0,84.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night

A-3018197,Bing,,4,2020-12-29 18:47:46,2020-12-30 00:27:36,39.542509,-77.206796,39.542835,-77.210582,0.203,Incident on MD-75 SB near BEAVER DAM RD Road closed. Take alternate route.,11720.0, Green Valley Rd,L,Union Bridge,Frederick,MD,21791-8518,US,US/Eastern,KDMW,2020-12-29 18:55:00,30.0,30.0,60.0,29.64,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3018200,Bing,,4,2020-12-24 15:27:30,2020-12-24 18:42:30,37.529089,-77.851312,37.529296,-77.851237,0.015,On Rt. 628 in the County of Powhatan in the vicinity of Anderson Hwy; US-60W motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,2927.0, Anderson Hwy,L,Powhatan,Powhatan,VA,23139-7409,US,US/Eastern,KFCI,2020-12-24 15:10:00,61.0,61.0,100.0,29.46,8.0,SE,13.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day

A-3018395,Bing,,4,2020-12-15 13:55:00,2020-12-15 19:51:04,40.300715,-76.24907,40.294744,-76.233134,0.936,Crash on PA 897 both directions between CHAPEL RD and MILLBACH RD. All lanes closed.,2.0, State Route 897 W,R,Newmanstown,Lebanon,PA,17073,US,US/Eastern,KRDG,2020-12-15 14:54:00,37.0,29.0,50.0,29.93,10.0,WNW,12.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3018409,Bing,,4,2020-12-29 12:46:23,2020-12-29 14:47:04,40.834883,-73.866244,40.831953,-73.856434,0.551,Crash on I-95 northbound Exit 5A - White Plains Road (New York) All lanes closed,,Cross Bronx Expy E,R,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2020-12-29 12:51:00,39.0,29.0,36.0,30.37,10.0,NNW,20.0,0.0,Partly Cloudy,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3018750,Bing,,4,2020-12-17 08:08:14,2020-12-24 14:59:00,41.128503,-76.911767,41.132812,-76.913961,0.319,US-15 S - US-15 N is closed from PA-44/Bridge Ave (US-15) to PA-54/Elimsport Rd (US-15) due to accident.,,US Route 15,R,Allenwood,Union,PA,17810,US,US/Eastern,KIPT,2020-12-17 07:54:00,22.0,13.0,85.0,29.41,10.0,WNW,7.0,0.0,Partly Cloudy,False,False,False,True,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day

A-3018830,Bing,,4,2020-12-30 19:33:00,2020-12-30 23:45:00,35.793102,-80.939379,35.781742,-80.972099,1.995,In Statesville / Mile Marker 147 Heading West. The Road is Closed near Exit 148 (W Front St).,,I-40 W,R,Statesville,Iredell,NC,28625,US,US/Eastern,KSVH,2020-12-30 19:35:00,40.0,40.0,66.0,29.21,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3018870,Bing,,4,2020-12-17 07:54:00,2020-12-17 13:26:53,40.061549,-77.963104,40.090007,-77.99484,2.585,Crash on PLUM HOLLOW RD both directions between NORTH CLEAR RIDGE RD and GREAT COVE RD. All lanes closed.,30248.0, Great Cove Rd,R,Fort Littleton,Fulton,PA,17223-9675,US,US/Eastern,KAOO,2020-12-17 07:53:00,24.0,17.0,84.0,28.34,10.0,N,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3018875,Bing,,4,2020-12-20 15:30:00,2020-12-22 00:00:00,45.5756,-122.129731,45.561175,-122.171721,2.262,Closed road from I-84/US-30/E Historic Columbia River Hwy (Historic Columbia River Hwy) to E Bridal Veil Rd (Historic Columbia River Hwy) due to accident.,51911.0, E Historic Columbia River Hwy,L,Corbett,Multnomah,OR,97019,US,US/Pacific,KTTD,2020-12-20 15:53:00,50.0,50.0,96.0,30.15,10.0,ESE,5.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3019015,Bing,,4,2020-12-09 00:46:00,2020-12-09 02:06:57,40.429601,-79.885981,40.428938,-79.939438,2.812,Multi vehicle crash on I-376 westbound between Exit 77: EDGEWOOD/SWISSVALE and Exit 74: SQUIRREL HILL/HOMESTEAD. All lanes closed.,,I-376 W,R,Pittsburgh,Allegheny,PA,15218,US,US/Eastern,KAGC,2020-12-09 00:53:00,29.0,19.0,69.0,28.6,10.0,SSW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3019536,Bing,,4,2020-12-03 06:20:00,2020-12-04 00:45:00,48.316886,-122.236025,48.317216,-122.238258,0.105,Incident on WA-534 EB near MP 5 Road closed. Take alternate route.,23502.0, State Route 534,L,Mount Vernon,Skagit,WA,98274-7594,US,US/Pacific,KAWO,2020-12-03 05:56:00,28.0,23.0,100.0,30.08,10.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-3019790,Bing,,4,2020-12-12 19:41:00,2020-12-12 23:07:00,38.18076,-78.916173,38.181707,-78.915549,0.074,On Rt. 612 in the County of Augusta in the vicinity of Battlefield Rd; Rt. 608N/S (Augusta County) motorists can expect delays due to a vehicle crash. All East lanes are closed.,44.0, Battlefield Rd,L,Staunton,Augusta,VA,24401-7021,US,US/Eastern,KSHD,2020-12-12 19:35:00,54.0,54.0,67.0,28.67,10.0,S,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3020089,Bing,,4,2020-12-18 14:35:00,2020-12-18 17:24:11,40.578078,-79.78545,40.615988,-79.75317,3.119,Incident on PA-28 NB near RUSSELLTON Road closed. Take alternate route.,,PA-28 N,R,Tarentum,Allegheny,PA,15084,US,US/Eastern,KBTP,2020-12-18 14:56:00,32.0,24.0,79.0,28.98,10.0,W,9.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3020406,Bing,,4,2020-12-22 22:22:00,2020-12-23 00:45:00,34.202772,-83.817984,34.202199,-83.816703,0.083,Incident on GA-332 EB near CIRCASSIAN PL Road closed. Take alternate route.,4300.0, Poplar Springs Rd,R,Gainesville,Hall,GA,30507-8725,US,US/Eastern,KGVL,2020-12-22 21:53:00,45.0,45.0,39.0,28.88,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3020640,Bing,,4,2020-12-25 12:20:00,2020-12-25 14:00:17,26.432139,-81.433794,26.43301,-81.43381,0.06,Incident on FL-29 NB near LAKE TRAFFORD RD Road closed. Take alternate route.,1012.0, State Road 29 N,R,Immokalee,Collier,FL,34142,US,US/Eastern,KIMM,2020-12-25 11:53:00,53.0,53.0,48.0,30.18,10.0,N,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3020879,Bing,,4,2020-12-29 21:19:38,2020-12-29 22:55:41,41.498175,-95.312568,41.497668,-95.336341,1.231,Incident on I-80 WB near COUNTY HWY-M47 Road closed. Take alternate route.,,I-80 W,R,Avoca,Pottawattamie,IA,51521,US,US/Central,KHNR,2020-12-29 21:15:00,27.0,27.0,100.0,28.59,3.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3021030,Bing,,4,2020-12-22 18:04:00,2020-12-22 21:49:00,35.589812,-82.577244,35.584062,-82.582464,0.494,In Asheville / Mile Marker 3 Heading West. The road is closed near Exit 3 (Patton Ave).,,I-240 W,R,Asheville,Buncombe,NC,28806,US,US/Eastern,KAVL,2020-12-22 17:54:00,43.0,40.0,43.0,27.95,10.0,N,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day

A-3021241,Bing,,4,2020-12-13 01:54:51,2020-12-13 06:33:41,39.576476,-77.012025,39.582256,-77.009495,0.421,Incident on MD-31 NB near WINDSOR DR Road closed. Take alternate route.,2.0, Windsor Dr,R,Westminster,Carroll,MD,21158,US,US/Eastern,KDMW,2020-12-13 01:55:00,52.0,52.0,88.0,29.06,10.0,SSW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3021262,Bing,,4,2020-12-26 14:54:00,2020-12-26 20:24:40,40.114206,-80.425133,40.100161,-80.505859,4.375,Crash on I-70 westbound between Exit 6: PA 231 CLAYSVILLE and Exit 1: WEST ALEXANDER. All lanes closed.,,I-70 W,R,Claysville,Washington,PA,15323,US,US/Eastern,KAFJ,2020-12-26 14:53:00,22.0,13.0,63.0,28.67,10.0,WSW,7.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3021856,Bing,,4,2020-12-15 17:58:00,2020-12-16 04:16:47,41.089112,-75.421058,41.083117,-75.430698,0.651,Crash on LONG POND RD both directions between ROADS END RD and EMERALD BLVD. All lanes closed.,3000.0, Emerald Blvd,R,Long Pond,Monroe,PA,18334-9760,US,US/Eastern,KMPO,2020-12-15 17:53:00,22.0,13.0,68.0,28.22,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-3021875,Bing,,4,2020-12-14 02:08:00,2020-12-14 04:15:00,33.392654,-84.75303,33.365284,-84.75993,1.933,Incident on I-85 SB near POPULAR RD Road closed. Take alternate route.,,GA-403 S,R,Newnan,Coweta,GA,30265,US,US/Eastern,KCCO,2020-12-14 02:15:00,67.0,67.0,78.0,28.75,10.0,SSW,13.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3022131,Bing,,4,2020-12-11 01:31:00,2020-12-11 03:44:00,42.552288,-84.787958,42.552985,-84.783412,0.236,Incident on MI-50 EB near FLANDERS RD Road closed. Take alternate route.,1071.0, Flanders Rd,R,Charlotte,Eaton,MI,48813-9389,US,US/Eastern,KFPK,2020-12-11 01:35:00,34.0,34.0,89.0,28.94,4.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3022209,Bing,,4,2020-12-19 04:31:41,2020-12-19 14:15:13,40.209232,-74.078981,40.207975,-74.064007,0.795,Incident on NJ-33 EB near JUMPING BROOK RD Road closed. Take alternate route.,3500.0, W Bangs Ave,L,Neptune,Monmouth,NJ,07753-3457,US,US/Eastern,KBLM,2020-12-19 04:56:00,19.0,10.0,88.0,30.23,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night

A-3022210,Bing,,4,2020-12-19 04:31:41,2020-12-19 09:42:17,40.20922,-74.078975,40.2085,-74.069965,0.478,Incident on NJ-33 EB near JUMPING BROOK RD Road closed. Take alternate route.,3500.0, W Bangs Ave,L,Neptune,Monmouth,NJ,07753-3457,US,US/Eastern,KBLM,2020-12-19 04:56:00,19.0,10.0,88.0,30.23,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night

A-3022272,Bing,,4,2020-12-03 00:04:00,2020-12-03 02:25:31,42.995545,-85.68838,42.998427,-85.688452,0.199,Closed road from Leonard St NW (Alpine Ave NW) to Pannell Ave NW (Alpine Ave NW) due to accident.,1754.0, Alpine Ave NW,R,Grand Rapids,Kent,MI,49504-2871,US,US/Eastern,KGRR,2020-12-03 00:53:00,35.0,27.0,67.0,29.16,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3022585,Bing,,4,2020-12-24 08:16:58,2020-12-24 10:56:07,44.951494,-93.119119,44.950274,-93.111209,0.396,Incident on I-94 EB near MARION ST Use alternate exit ramp.,,I-94 E,R,Saint Paul,Ramsey,MN,55103,US,US/Central,KSTP,2020-12-24 07:53:00,-2.0,-23.0,63.0,29.17,10.0,NW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3022627,Bing,,4,2020-12-25 10:51:00,2020-12-25 12:06:00,33.822668,-84.136111,33.822611,-84.131913,0.241,Incident on US-78 EB near STONE MOUNTAIN PARK Road closed. Take alternate route.,,Stone Mountain Byp,R,Stone Mountain,DeKalb,GA,30087,US,US/Eastern,KPDK,2020-12-25 10:53:00,27.0,14.0,45.0,28.97,10.0,W,18.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3022897,Bing,,4,2020-12-12 16:26:30,2020-12-12 20:02:40,37.887951,-77.415622,37.862091,-77.404682,1.884,On Rt. 652 in the County of Caroline in the vicinity of Burruss Ln; Rt. 653E/W (Caroline County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,27299.0, Signboard Rd,R,Ruther Glen,Caroline,VA,22546-3621,US,US/Eastern,KOFP,2020-12-12 16:54:00,61.0,,58.0,29.78,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3022913,Bing,,4,2020-12-13 13:30:00,2020-12-13 16:45:00,33.846334,-84.430392,33.821264,-84.423122,1.782,Incident on I-75 SB near MOORES MILL RD Road closed. Take alternate route.,,GA-401 S,R,Atlanta,Fulton,GA,30327,US,US/Eastern,KMGE,2020-12-13 13:56:00,66.0,66.0,50.0,28.91,7.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3022981,Bing,,4,2020-12-26 03:28:00,2020-12-26 06:01:58,37.462064,-77.85923,37.463559,-77.862815,0.222,On Rt. 603 in the County of Powhatan in the vicinity of Genito Rd; Rt. 604E/W (Powhatan County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,3085.0, Genito Rd,R,Powhatan,Powhatan,VA,23139-7712,US,US/Eastern,KFCI,2020-12-26 03:56:00,22.0,13.0,55.0,29.82,10.0,W,8.0,0.01,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3022995,Bing,,4,2020-12-11 21:33:00,2020-12-11 23:57:24,40.494472,-77.483191,40.510433,-77.43164,2.924,Incident on GRONINGER VALLEY RD near ACADEMY RD Road closed. Take alternate route.,3798.0, Groninger Valley Rd,R,Port Royal,Juniata,PA,17082,US,US/Eastern,KUNV,2020-12-11 21:53:00,37.0,37.0,87.0,28.71,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3023195,Bing,,4,2020-12-16 05:49:00,2020-12-16 11:58:06,35.601501,-119.402466,35.601513,-119.384743,0.996,Incident on CA-46 EB near SCOFIELD AVE Road closed. Take alternate route.,27603.0, Highway 46,L,Wasco,Kern,CA,93280,US,US/Pacific,KBFL,2020-12-16 05:54:00,37.0,33.0,76.0,29.75,8.0,ENE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-3023461,Bing,,4,2020-12-24 21:28:06,2020-12-25 05:30:00,35.460086,-82.512344,35.463774,-82.514985,0.295,Incident on US-25 NB near BUCK SHOALS RD Road closed. Take alternate route.,2485.0, Hendersonville Rd,L,Arden,Buncombe,NC,28704-3337,US,US/Eastern,KAVL,2020-12-24 21:28:00,28.0,14.0,85.0,27.4,10.0,N,22.0,0.0,N/A Precipitation,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night

A-3023610,Bing,,4,2020-12-09 08:14:00,2020-12-09 10:50:34,36.566759,-77.892562,36.566622,-77.89053,0.113,On Rt. 626 in the County of Brunswick in the vicinity of Baird Rd; Rt. 668N/S (Brunswick County) motorists can expect delays due to a vehicle crash. All West lanes are closed. All East lanes are closed.,,Gasburg Rd,R,Gasburg,Brunswick,VA,23857,US,US/Eastern,KAVC,2020-12-09 08:15:00,29.0,29.0,86.0,29.58,10.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3024081,Bing,,4,2020-12-17 16:20:00,2020-12-17 21:45:00,36.172204,-77.792453,36.175916,-77.783203,0.576,Near Enfield / Both Directions. The road is closed between NC-4/NC-48 and Draper Rd.&amp;nbsp;&amp;nbsp;,19184.0, NC Highway 481,L,Enfield,Halifax,NC,27823-8251,US,US/Eastern,KIXA,2020-12-17 16:15:00,37.0,37.0,100.0,29.89,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3024259,Bing,,4,2020-12-23 20:13:00,2020-12-23 21:31:54,37.517699,-77.42605,37.521689,-77.42724,0.283,On I-95 at mile marker 73.5 in the City of Richmond motorists can expect delays due to a multi-vehicle crash. All North lanes are closed.,,I-95 N,R,Richmond,Richmond City,VA,23224,US,US/Eastern,KFCI,2020-12-23 19:56:00,40.0,34.0,79.0,30.05,10.0,SSE,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3024374,Bing,,4,2020-12-12 08:55:00,2020-12-12 11:40:00,35.424267,-82.528234,35.400827,-82.511284,1.88,Near Fletcher / Mile Marker 44 Heading East. The road is closed near Exit 44 (US-25/Asheville Highway).,,I-26 E,R,Fletcher,Henderson,NC,28732,US,US/Eastern,KAVL,2020-12-12 08:54:00,44.0,42.0,85.0,27.83,10.0,SE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3024606,Bing,,4,2020-12-22 15:13:00,2020-12-22 17:51:19,38.582656,-77.621818,38.583386,-77.620222,0.1,On Rt. 806 in the County of Fauquier in the vicinity of Bristersburg Rd; Rt. 616N/S (Fauquier County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,11153.0, Elk Run Rd,L,Catlett,Fauquier,VA,20119-2311,US,US/Eastern,KHWY,2020-12-22 15:15:00,49.0,44.0,38.0,29.76,10.0,W,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3025229,Bing,,4,2020-12-13 02:39:53,2020-12-13 04:44:56,41.67402,-74.828367,41.672688,-74.794921,1.729,Incident on NY-17B EB near NY-55 Road closed. Take alternate route.,3301.0, Swan Lake Rd,L,White Lake,Sullivan,NY,12786,US,US/Eastern,KMSV,2020-12-13 02:35:00,45.0,45.0,100.0,28.38,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3025592,Bing,,4,2020-12-19 20:50:00,2020-12-20 00:00:00,33.761404,-84.381169,33.758874,-84.379249,0.207,Incident on I-75 SB near JW DOBBS AVE Road closed. Take alternate route.,,GA-401 S,R,Atlanta,Fulton,GA,30308,US,US/Eastern,KFTY,2020-12-19 20:53:00,47.0,44.0,54.0,29.27,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3025598,Bing,,4,2020-12-17 17:49:29,2020-12-17 21:15:54,42.716034,-76.435097,42.713393,-76.421649,0.707,Crash on NY 38 southbound between Warner Rd (Moravia) and Keeler St (Moravia) All lanes closed,138.0, W Cayuga St,R,Moravia,Cayuga,NY,13118-3432,US,US/Eastern,KN03,2020-12-17 17:55:00,21.0,21.0,93.0,28.81,10.0,N,3.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-3026181,Bing,,4,2020-12-25 02:35:33,2020-12-25 04:39:47,44.699667,-73.451789,44.699517,-73.453069,0.064,Incident on US-9 NB near GUN BOAT LN Road closed. Take alternate route.,13.0, Cornelia St,R,Plattsburgh,Clinton,NY,12901,US,US/Eastern,KPBG,2020-12-25 02:53:00,50.0,50.0,96.0,29.23,8.0,SE,10.0,0.09,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3026219,Bing,,4,2020-12-14 19:37:00,2020-12-14 21:39:44,36.918605,-76.26882,36.920513,-76.270078,0.149,On I-64 at mile marker 277.1 in the City of Norfolk near Granby motorists can expect potential delays due to a vehicle crash. All west lanes are closed.,,I-64 W,R,Norfolk,Norfolk,VA,23505,US,US/Eastern,KNGU,2020-12-14 19:59:00,43.0,35.0,74.0,30.04,10.0,N,17.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3026339,Bing,,4,2020-12-11 00:35:27,2020-12-11 01:57:41,39.387134,-77.636282,39.388246,-77.635163,0.097,Incident on MD-17 NB near BROWNSVILLE PASS RD Road closed. Take alternate route.,5615.0, Burkittsville Rd,R,Jefferson,Frederick,MD,21755-9300,US,US/Eastern,KFDK,2020-12-11 00:35:00,28.0,28.0,100.0,29.87,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3026414,Bing,,4,2020-12-08 11:05:00,2020-12-09 11:53:10,33.120151,-111.840977,33.130312,-111.840934,0.702,Highway closed due to crash on SR-587 Northbound from W Casa Blanca Rd (225) to E Hunt Hwy . All Lanes Closed.,,Indian Route 9,R,Coolidge,Pinal,AZ,85128,US,US/Mountain,KP08,2020-12-08 10:56:00,72.0,72.0,12.0,28.65,10.0,E,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3026429,Bing,,4,2020-12-08 15:22:00,2020-12-08 19:22:00,35.982453,-78.264941,35.982807,-78.259761,0.291,Near Louisburg / Both Directions. The road is closed at NC-39,4454.0, NC 39 Hwy S,L,Louisburg,Franklin,NC,27549-8696,US,US/Eastern,KLHZ,2020-12-08 15:15:00,45.0,41.0,49.0,29.56,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

