ID,Source,TMC,Severity,Start_Time,End_Time,LAT,LON,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight

A-3003250,Bing,,4,2020-12-09 15:01:30,2020-12-09 17:05:30,39.159296,-76.74243,39.153756,-76.74841,0.499,MD 295 SOUTH AT RAMP 5 FR MD295 SB TO ARUN MILLS BLVD EB,,Baltimore Washington Pkwy S,R,Jessup,Anne Arundel,MD,20794,US,US/Eastern,KFME,2020-12-09 14:55:00,41.0,37.0,57.0,29.63,10.0,SW,6.0,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3003289,Bing,,4,2020-11-13 14:17:00,2020-11-13 22:45:00,32.232298,-85.931898,32.213994,-85.902125,2.151,Incident on AL-110 EB near MM 20 Road closed. Take alternate route.,12775.0, Vaughn Rd,L,Fitzpatrick,Bullock,AL,36029-5008,US,US/Central,KTOI,2020-11-13 13:53:00,79.0,79.0,38.0,29.68,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3003302,Bing,,4,2020-11-10 04:49:00,2020-11-10 06:50:11,38.445248,-78.004327,38.446657,-78.007881,0.216,Incident on US-15 SB near US-29 Road closed. Take alternate route.,,James Monroe Hwy S,R,Culpeper,Culpeper,VA,22701,US,US/Eastern,KCJR,2020-11-10 04:55:00,59.0,59.0,91.0,29.87,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003358,Bing,,4,2020-11-03 17:18:00,2020-11-03 19:25:36,25.694972,-80.301057,25.694182,-80.302047,0.082,Incident on US-1 SB near SW 67TH AVE Expect delays.,6600.0, S Dixie Hwy,R,Miami,Miami-Dade,FL,33143,US,US/Eastern,KMIA,2020-11-03 16:53:00,76.0,76.0,58.0,30.1,10.0,ENE,17.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day

A-3003375,Bing,,4,2020-11-13 23:32:00,2020-11-14 03:17:00,36.282036,-81.755076,36.282718,-81.752693,0.141,Incident on US-421 NB near PERRY LN Road closed. Take alternate route.,8843.0, US Highway 421 N,L,Vilas,Watauga,NC,28692-8914,US,US/Eastern,KTNB,2020-11-13 23:35:00,38.0,38.0,95.0,27.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003459,Bing,,4,2020-11-25 21:57:30,2020-11-26 01:23:16,37.561023,-77.800477,37.565262,-77.803792,0.345,On Rt. 614 in the County of Powhatan in the vicinity of Judes Ferry Rd; Rt. 613N/S (Powhatan County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,2601.0, Farmington Ln,R,Powhatan,Powhatan,VA,23139-5223,US,US/Eastern,KFCI,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003460,Bing,,4,2020-12-16 23:36:00,2020-12-17 08:01:37,41.184643,-80.443214,41.184743,-80.435524,0.4,Incident on I-80 EB near I-376 Road closed. Take alternate route.,,I-80 E,R,West Middlesex,Mercer,PA,16159,US,US/Eastern,KUCP,2020-12-16 23:43:00,27.0,21.0,93.0,28.72,2.0,NNE,5.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003504,Bing,,4,2020-12-08 05:27:00,2020-12-08 08:44:00,33.249751,-86.217181,33.251015,-86.215784,0.119,Incident on AL-21 NB near MM 215 Road closed. Take alternate route.,17298.0, AL Highway 21 N,R,Sylacauga,Talladega,AL,35150,US,US/Central,KALX,2020-12-08 05:35:00,28.0,28.0,95.0,29.38,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-3003542,Bing,,4,2020-12-14 23:44:00,2020-12-15 03:29:00,34.648851,-79.012674,34.667211,-79.006814,1.312,Incident on I-95 NB near EXIT 20 Road closed. Take alternate route.,,I-95 N,R,Lumberton,Robeson,NC,28358,US,US/Eastern,KLBT,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003553,Bing,,4,2020-11-22 23:57:00,2020-11-23 02:45:00,41.810002,-86.223107,41.811116,-86.224241,0.097,Incident on US HIGHWAY 12 NB near MAIN ST Road closed. Take alternate route.,33898.0, US Highway 12,R,Niles,Cass,MI,49120-8494,US,US/Eastern,KSBN,2020-11-22 23:54:00,38.0,31.0,89.0,29.31,7.0,SW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003581,Bing,,4,2020-11-03 02:19:20,2020-11-03 04:47:12,41.160761,-73.836761,41.151411,-73.830311,0.728,Incident on NY-9A SB near NY-9A Road closed. Take alternate route.,85.0, Briarcliff Peekskill Pkwy,L,Briarcliff Manor,Westchester,NY,10510-1340,US,US/Eastern,KHPN,2020-11-03 01:56:00,37.0,29.0,50.0,29.31,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night

A-3003625,Bing,,4,2020-11-23 18:24:00,2020-11-23 21:15:00,35.502354,-82.593957,35.493251,-82.589258,0.682,Incident on NC-191 SB near PARKWAY CRESCENT Road closed. Take alternate route.,1748.0, Brevard Rd,R,Asheville,Buncombe,NC,28806-9562,US,US/Eastern,KAVL,2020-11-23 18:54:00,43.0,40.0,58.0,27.98,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-3003668,Bing,,4,2020-12-30 15:14:32,2020-12-30 16:29:32,41.651736,-93.756088,41.651527,-93.763565,0.386,Incident on I-80 WB near NW 100TH ST Road closed. Take alternate route.,,NW 100th St,R,Urbandale,Polk,IA,50322,US,US/Central,KDSM,2020-12-30 14:54:00,25.0,10.0,66.0,29.07,10.0,WNW,22.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3003761,Bing,,4,2020-12-16 21:26:00,2020-12-16 22:44:01,39.646042,-106.311553,39.642712,-106.303933,0.466,Incident on I-70 EB near E VAIL Road closed. Take alternate route.,,I-70 E,R,Vail,Eagle,CO,81657,US,US/Mountain,KCCU,2020-12-16 21:53:00,11.0,-1.0,70.0,20.79,10.0,ENE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003785,Bing,,4,2020-11-05 18:46:00,2020-11-05 22:15:00,35.299423,-79.154099,35.297266,-79.15064,0.245,South West of Lillington / Both Directions. The road is closed near Claude White Road. Motorists are advised to slow down and follow direction of on-scene emergency personnel.,23060.0, NC Highway 24 27,R,Cameron,Harnett,NC,28326,US,US/Eastern,KSOP,2020-11-05 18:56:00,57.0,57.0,83.0,29.85,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003952,Bing,,4,2020-12-16 20:47:00,2020-12-16 23:16:41,41.185104,-80.36171,41.193492,-80.236238,6.55,Incident on I-80 EB near I-376 Road closed. Take alternate route.,,I-80 E,R,New Wilmington,Mercer,PA,16142,US,US/Eastern,KUCP,2020-12-16 20:56:00,,,,28.75,5.0,ENE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3003991,Bing,,4,2020-11-01 02:31:00,2020-11-01 06:31:00,35.881735,-78.367306,35.889919,-78.367607,0.566,North of Zebulon / Both Directions. The road is closed north or SR-2308 (Fowler Road).&amp;nbsp;,3667.0, Zebulon Rd,L,Zebulon,Wake,NC,27597-8181,US,US/Eastern,KLHZ,2020-11-01 02:35:00,45.0,45.0,100.0,29.89,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3004120,Bing,,4,2020-12-12 03:06:00,2020-12-12 11:01:34,27.403569,-82.533465,27.403583,-82.533057,0.025,Incident on TALLEVAST RD near US-301 Road closed. Take alternate route.,,Tallevast Rd,R,Sarasota,Manatee,FL,34243,US,US/Eastern,KSRQ,2020-12-12 02:53:00,64.0,64.0,80.0,30.04,10.0,SE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3004540,Bing,,4,2020-11-17 16:39:30,2020-11-17 18:14:28,39.651213,-77.875524,39.652993,-77.918614,2.296,Incident on I-70 WB near ST PAUL RD Road closed. Take alternate route.,,I-70 W,R,Williamsport,Washington,MD,21795,US,US/Eastern,KHGR,2020-11-17 16:53:00,41.0,31.0,51.0,29.41,10.0,NW,22.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3004604,Bing,,4,2020-11-12 19:25:00,2020-11-12 21:11:07,39.856499,-104.881442,39.870729,-104.865152,1.309,Incident on CO-2 NB near 96TH AVE Road closed. Take alternate route.,9299.0, Highway 2,L,Henderson,Adams,CO,80640,US,US/Mountain,KDEN,2020-11-12 19:53:00,25.0,16.0,58.0,24.64,10.0,SE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3004777,Bing,,4,2020-11-27 14:21:00,2020-11-27 16:02:11,28.466035,-81.289727,28.466202,-81.289762,0.012,Incident on FL-551 NB near LEE VISTA BLVD Road closed. Take alternate route.,7100.0, Lee Vista Blvd,R,Orlando,Orange,FL,32822,US,US/Eastern,KORL,2020-11-27 13:53:00,83.0,83.0,49.0,29.93,10.0,VAR,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day

A-3004892,Bing,,4,2020-11-22 06:37:00,2020-11-22 10:45:00,33.714691,-84.240578,33.714951,-84.242658,0.121,Incident on I-20 WB near I-285 Road closed. Take alternate route.,,GA-402 W,R,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2020-11-22 06:52:00,54.0,54.0,83.0,29.14,10.0,VAR,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day

A-3004924,Bing,,4,2020-12-29 22:54:00,2020-12-30 02:45:00,32.050517,-84.806952,32.05024,-84.807781,0.052,Incident on GA-27 NB near MARTHA BERRY HWY Road closed. Take alternate route.,,US Highway 27,R,Lumpkin,Stewart,GA,31815,US,US/Central,KEUF,2020-12-29 22:58:00,46.0,46.0,86.0,29.99,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005040,Bing,,4,2020-11-05 10:15:30,2020-11-05 13:24:22,36.654478,-79.876029,36.655671,-79.877239,0.106,On BUS US-220 in the County of Henry in the vicinity of Tensbury Dr; FR-847E/W; Rt. 825E/W (Henry County) motorists can expect delays due to a multi-vehicle crash. All North lanes are closed. All South lanes are closed.,2633.0, Greensboro Rd,L,Martinsville,Henry,VA,24112-0691,US,US/Eastern,KMTV,2020-11-05 10:15:00,56.0,56.0,62.0,29.46,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3005042,Bing,,4,2020-11-11 03:19:30,2020-11-11 05:30:26,36.696664,-79.431742,36.691254,-79.434842,0.411,On VA-41 in the County of Pittsylvania in the vicinity of R And L Smith Dr; Rt. 863N/S (Pittsylvania County); /R&amp;L SMITH DRIVE motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,3310.0, R and L Smith Dr,L,Danville,Pittsylvania,VA,24540-7864,US,US/Eastern,KDAN,2020-11-11 03:17:00,66.0,66.0,96.0,29.44,5.0,E,3.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005094,Bing,,4,2020-12-16 00:17:00,2020-12-16 01:59:00,28.786709,-81.273039,28.787226,-81.273042,0.036,Incident on US-17 NB near FL-46A Road closed. Take alternate route.,,S French Ave,R,Sanford,Seminole,FL,32773,US,US/Eastern,KSFB,2020-12-16 00:53:00,59.0,59.0,90.0,29.95,10.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night

A-3005099,Bing,,4,2020-12-19 23:33:00,2020-12-20 01:36:23,39.530578,-76.181849,39.566908,-76.141349,3.31,I-95 NORTH AT MM 85.6,,I-95 N,R,Aberdeen,Harford,MD,21001,US,US/Eastern,KAPG,2020-12-19 23:58:00,28.0,28.0,90.0,30.23,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005275,Bing,,4,2020-11-26 00:26:00,2020-11-26 02:01:51,29.991613,-81.607056,29.977463,-81.630626,1.716,Incident on FL-16 WB near STEAMBOAT RD Road closed. Take alternate route.,8773.0, State Road 16,R,Saint Augustine,St. Johns,FL,32092-1519,US,US/Eastern,KSGJ,2020-11-26 00:56:00,68.0,68.0,84.0,30.17,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005367,Bing,,4,2020-12-18 18:56:00,2020-12-18 20:36:57,30.538383,-84.595364,30.536781,-84.590056,0.335,Incident on I-10 EB near MM 179 Road closed. Take alternate route.,,FL-8 E,R,Quincy,Gadsden,FL,32351,US,US/Eastern,K2J9,2020-12-18 18:55:00,43.0,40.0,81.0,30.12,10.0,N,5.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day

A-3005462,Bing,,4,2020-11-17 02:35:00,2020-11-18 03:26:12,33.406387,-112.625473,33.423347,-112.625333,1.172,Construction on AZ-85 NB near W BROADWAY RD Road closed. Take alternate route.,,W Broadway Rd,R,Buckeye,Maricopa,AZ,85326,US,US/Mountain,KBXK,2020-11-17 02:35:00,,,,28.92,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005512,Bing,,4,2020-12-09 13:40:29,2020-12-09 17:20:31,39.750734,-94.849272,39.748894,-94.849262,0.127,Incident on I-29 near FARAON ST Road closed. Take alternate route.,901.0, Doniphan Ave,L,Saint Joseph,Buchanan,MO,64503,US,US/Central,KSTJ,2020-12-09 13:53:00,65.0,65.0,24.0,29.08,10.0,NNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3005545,Bing,,4,2020-11-24 06:31:25,2020-11-24 08:49:48,38.362879,-76.987529,38.361249,-76.999698,0.669,Incident on US-301 SB near MP 0 Road closed. Take alternate route.,,Crain Hwy,R,Newburg,Charles,MD,20664,US,US/Eastern,KNYG,2020-11-24 06:56:00,39.0,36.0,67.0,30.38,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day

A-3005645,Bing,,4,2020-12-25 09:48:00,2020-12-25 12:00:00,35.685921,-79.829782,35.685591,-79.829992,0.026,Near Asheboro / Mile Marker 72 Heading North. The road is closed near Exit 72 (West Dixie Dr).,981.0, W Dixie Dr,L,Asheboro,Randolph,NC,27205-6743,US,US/Eastern,KHBI,2020-12-25 09:55:00,29.0,20.0,47.0,29.17,10.0,WNW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3005650,Bing,,4,2020-12-08 22:28:00,2020-12-09 00:15:43,27.907515,-82.729099,27.911035,-82.729329,0.244,Incident on US-19 NB near FL-693 Road closed. Take alternate route.,,US-19 N,R,Clearwater,Pinellas,FL,33764,US,US/Eastern,KPIE,2020-12-08 22:53:00,53.0,53.0,71.0,30.17,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005661,Bing,,4,2020-11-05 15:58:00,2020-11-05 18:00:47,37.290676,-76.674066,37.265236,-76.651816,2.141,Incident on I-64 EB near MM 240 Road closed. Take alternate route.,,I-64 E,R,Williamsburg,York,VA,23185,US,US/Eastern,KJGG,2020-11-05 15:55:00,70.0,70.0,60.0,30.31,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3005704,Bing,,4,2020-12-31 19:15:50,2020-12-31 23:15:36,33.269523,-97.178031,33.226387,-97.172898,2.995,I-35 S is closed from Ganzer Rd/Exit 472 (I-35) to US-380/Exit 469 (I-35) due to accident.,,I-35 S,R,Denton,Denton,TX,76207,US,US/Central,KDTO,2020-12-31 18:53:00,37.0,27.0,93.0,28.95,10.0,N,17.0,0.04,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005740,Bing,,4,2020-12-09 03:56:00,2020-12-09 08:41:00,35.585347,-77.224101,35.58424,-77.222881,0.103,Incident on NC-33 SB near RACHEL LN Road closed. Take alternate route.,6567.0, NC Highway 33 E,R,Grimesland,Pitt,NC,27837-9029,US,US/Eastern,KOCW,2020-12-09 03:55:00,28.0,28.0,86.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005925,Bing,,4,2020-12-21 06:38:00.000000000,2020-12-21 12:40:50.000000000,37.682318,-76.433252,37.680794,-76.435196,0.15,On VA-222 in the County of Lancaster in the vicinity of Gaskins Rd; Rt. 709E/W (Lancaster County) near Norris Drive motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,1211.0, Weems Rd,R,Weems,Lancaster,VA,22576-2523,US,US/Eastern,KFYJ,2020-12-21 06:35:00,38.0,38.0,99.0,29.91,0.75,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day

A-3005942,Bing,,4,2020-11-09 01:13:40.000000000,2020-11-09 09:58:40.000000000,45.789462,-118.243694,45.56707,-117.972979,20.172,Incident on OR-204 EB near MP 10 Expect delays.,78201.0, Lower Basket Mountain Rd,R,Weston,Umatilla,OR,97886,US,US/Pacific,KMEH,2020-11-09 08:56:00,23.0,23.0,74.0,26.26,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3005973,Bing,,4,2020-11-23 20:52:22.000000000,2020-11-24 00:10:48.000000000,39.623405,-77.410285,39.623564,-77.410923,0.036,Incident on MD-550 WB near S CENTER ST Road closed. Take alternate route.,2.0, S Center St,R,Thurmont,Frederick,MD,21788,US,US/Eastern,KRSP,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night

A-3006122,Bing,,4,2020-12-21 06:43:00.000000000,2020-12-21 09:28:00.000000000,36.377489,-79.929789,36.376719,-79.930975,0.085,Incident on NC-704 WB near MADISON RD Road closed. Take alternate route.,3936.0, NC Highway 704,R,Madison,Rockingham,NC,27025-7847,US,US/Eastern,KSIF,2020-12-21 06:55:00,38.0,34.0,98.0,29.2,4.0,SW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day

A-3006150,Bing,,4,2020-12-16 23:02:00.000000000,2020-12-17 10:01:37.000000000,41.04766,-76.830204,41.051171,-77.443159,31.94,Crash on I-80 westbound between Exit 212B: I-180 WEST - WILLIAMSPORT and Exit 178: US 220 NORTH - LOCK HAVEN. All lanes closed.,,I-80 W,R,Milton,Northumberland,PA,17847,US,US/Eastern,KSEG,2020-12-16 22:53:00,24.0,14.0,88.0,29.44,1.0,N,10.0,0.03,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3006188,Bing,,4,2020-12-08 23:59:00.000000000,2020-12-09 02:12:41.000000000,38.57842,-77.979101,38.579745,-77.978527,0.097,On VA-229 in the County of Culpeper in the vicinity of Monumental Mills Rd; Rt. 640E/W (Culpeper County) motorists can expect delays due to a vehicle crash. All North lanes are closed. All South lanes are closed.,9099.0, Rixeyville Rd,R,Rixeyville,Culpeper,VA,22737-3348,US,US/Eastern,KCJR,2020-12-08 23:55:00,24.0,24.0,89.0,29.63,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3006467,Bing,,4,2020-11-25 22:31:00.000000000,2020-11-26 03:15:00.000000000,35.935847,-80.232462,35.93454,-80.232275,0.091,Near Welcome / Both Directions. Poles and lines down across the road due to a vehicle accident.,386.0, Thomas Rd,R,Lexington,Davidson,NC,27295-5637,US,US/Eastern,KEXX,2020-11-25 23:35:00,58.0,58.0,100.0,29.3,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3006478,Bing,,4,2020-11-30 02:42:00.000000000,2020-11-30 09:53:57.000000000,37.990494,-77.574724,37.991408,-77.577182,0.148,On Rt. 658 in the County of Caroline in the vicinity of C.C.C. Rd; Rt. 683E/W (Caroline County) motorists can expect delays due to a vehicle crash. All West lanes are closed. All East lanes are closed.,4100.0, C C C Rd,R,Ruther Glen,Caroline,VA,22546-2742,US,US/Eastern,KOFP,2020-11-30 02:36:00,52.0,52.0,93.0,29.6,5.0,VAR,5.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3006942,Bing,,4,2020-11-10 03:07:34.000000000,2020-11-11 03:52:37.000000000,41.215305,-103.672084,41.220841,-103.495838,9.168,Construction on I-80 EB near NE-53C Road closed. Take alternate route.,,I-80 E,R,Kimball,Kimball,NE,69145,US,US/Central,KIBM,2020-11-10 03:15:00,23.0,23.0,94.0,24.87,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3006947,Bing,,4,2020-12-17 02:31:00.000000000,2020-12-17 03:52:37.000000000,41.185694,-80.280865,41.183734,-80.406015,6.509,Crash on I-80 westbound between Exit 15: US 19 - MERCER and Exit: PA 760 NORTH TO PA 18 SHARON-HERMITAGE. All lanes closed.,,I-80 W,R,Mercer,Mercer,PA,16137,US,US/Eastern,KUCP,2020-12-17 02:24:00,27.0,27.0,93.0,28.75,2.0,NNE,3.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3006969,Bing,,4,2020-12-01 15:43:30.000000000,2020-12-01 19:15:18.000000000,40.438348,-74.224001,40.439955,-74.225945,0.151,Incident on NJ-35 NB near CLIFFWOOD AVE Road closed. Take alternate route.,308.0, State Highway 35,L,Keyport,Monmouth,NJ,07735-5032,US,US/Eastern,KLDJ,2020-12-01 15:35:00,45.0,39.0,57.0,29.61,10.0,W,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3007180,Bing,,4,2020-12-11 01:25:00.000000000,2020-12-11 02:43:58.000000000,36.830838,-76.303342,36.834748,-76.288042,0.888,Incident on I-264 EB near DOWNTOWN TUNL Road closed. Take alternate route.,,I-264 E,R,Portsmouth,Portsmouth,VA,23704,US,US/Eastern,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3007231,Bing,,4,2020-11-10 06:39:30.000000000,2020-11-10 08:03:40.000000000,38.924614,-76.85386,38.906234,-76.85012,1.286,Incident on I-95 SB near EXIT 17A Road closed. Take alternate route.,,Capital Beltway S,R,Hyattsville,Prince George's,MD,20785,US,US/Eastern,KCGS,2020-11-10 06:35:00,47.0,47.0,93.0,30.19,7.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day

A-3007232,Bing,,4,2020-11-14 16:38:30.000000000,2020-11-14 19:07:41.000000000,29.773342,-95.459584,29.774374,-95.461396,0.13,Closed road from I-610/N Post Oak Rd/W Loop North Acc (Memorial Dr) to Silber Rd (Memorial Dr) due to accident.,,Memorial Dr,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,2020-11-14 16:53:00,81.0,81.0,72.0,29.8,10.0,S,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day

A-3007306,Bing,,4,2020-12-10 20:56:00.000000000,2020-12-11 00:16:42.000000000,43.097709,-86.210607,43.093408,-86.213076,0.322,Incident on US-31 SB near VAN WAGONER Road closed. Take alternate route.,,US-31 S,R,Spring Lake,Ottawa,MI,49456,US,US/Eastern,KMKG,2020-12-10 20:55:00,41.0,37.0,62.0,29.24,10.0,SSE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3007417,Bing,,4,2020-11-13 01:42:00.000000000,2020-11-13 05:31:18.000000000,34.138477,-80.504594,34.140105,-80.497395,0.427,Incident on SPRING HILL RD near PISGAH RD Road closed. Take alternate route.,,Hiram Jenkins Sr Rd,R,Rembert,Sumter,SC,29128,US,US/Eastern,KSSC,2020-11-13 01:41:00,64.0,64.0,94.0,29.68,10.0,NW,5.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3007560,Bing,,4,2020-12-28 02:30:00.000000000,2020-12-28 04:35:25.000000000,32.684078,-97.451185,32.684365,-97.458765,0.441,I-820 W - I-20 W is closed from Bryant Irvin Rd/Exit 431 (I-20/I-820) to Winscott Rd/Exit 429 (I-20/I-820) due to accident.,,I-20 W,R,Fort Worth,Tarrant,TX,76126,US,US/Central,KNFW,2020-12-28 02:52:00,50.0,50.0,52.0,29.44,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3007561,Bing,,4,2020-11-11 02:27:00.000000000,2020-11-11 06:45:00.000000000,34.614445,-83.448722,34.614191,-83.448781,0.018,Incident on GA-15 SB near ANTIOCH CHURCH RD Road closed. Take alternate route.,,Antioch Church Rd,R,Mount Airy,Habersham,GA,30563,US,US/Eastern,KTOC,2020-11-11 02:35:00,67.0,67.0,96.0,28.93,2.0,CALM,0.0,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3007571,Bing,,4,2020-11-28 02:09:10.000000000,2020-11-28 03:45:12.000000000,44.081752,-116.923081,44.089286,-116.923084,0.521,Incident on US-95 NB near THIRD AVE Road closed. Take alternate route.,679.0, N 16th St,L,Payette,Payette,ID,83661-5545,US,US/Mountain,KONO,2020-11-28 01:53:00,24.0,24.0,81.0,28.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night

A-3007642,Bing,,4,2020-11-02 02:01:30.000000000,2020-11-02 04:08:25.000000000,39.047201,-76.93143,39.051711,-76.92532,0.452,I-95 NORTH AT EXIT 29A MD 212 POWDER MILL RD (NB),,I-95 N,R,Beltsville,Prince George's,MD,20705,US,US/Eastern,KCGS,2020-11-02 01:55:00,38.0,32.0,41.0,29.93,10.0,W,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night

